index_name,name,n,na,v0,g100,low,q1,median,q3,high,type
IAG0001,Brasil,5242,29,38,0,0,51.06966340777084,70.21036814425244,87.46099958792017,100,Brasil
IAG0001,Centro-Oeste,440,0,2,0,0,61.76923703737498,74.30515918063426,85.07329825372535,100,Macrorregião
IAG0001,DF,1,0,0,0,97.0410830667682,97.0410830667682,97.0410830667682,97.0410830667682,97.0410830667682,Cidade
IAG0001,GO,240,0,2,0,0,63.47718936036194,75.37692770634916,85.31888283864512,100,Cidade
IAG0001,MS,77,0,0,0,17.922235722964764,60.631877884274054,73.25206167084977,84.23477604941795,97.40525870801969,Cidade
IAG0001,MT,122,0,0,0,16.234934340708758,56.32749817037936,72.70758244201099,83.56974067543439,100,Cidade
IAG0001,Nordeste,1668,19,36,0,0,42.848539596507074,60.689655172413794,78.66622702167999,100,Macrorregião
IAG0001,AL,99,1,0,0,7.581540040409224,40.58695932981249,56.97387625090431,75.30495027803187,99.71521722052007,Cidade
IAG0001,BA,404,5,0,0,3.5145106690502455,52.49752100674732,67.93556429187842,84.68268666049136,100,Cidade
IAG0001,CE,183,3,0,0,2.418400135295112,52.63000925542106,66.5028640410327,79.30030213831103,99.88066825775657,Cidade
IAG0001,MA,179,3,18,0,0,13.867183569311164,32.10369996764235,54.461227115842085,100,Cidade
IAG0001,PB,209,1,18,0,0,37.7470427338863,50.26612446230186,64.36326052205061,100,Cidade
IAG0001,PE,177,1,0,0,1.1983223487118035,48.86112271225735,61.980145726483,76.1541885390099,100,Cidade
IAG0001,PI,181,4,0,0,2.930486142662426,32.98576298375777,51.03211548408332,65.0734235531241,100,Cidade
IAG0001,RN,161,0,0,0,1.101123595505618,53.417030567685586,65.92751638100174,80.72025467568643,100,Cidade
IAG0001,SE,75,1,0,0,19.748418526866864,79.24704518127746,91.90035579849327,98.68874671790378,99.98538025945166,Cidade
IAG0001,Norte,361,0,0,0,1.8564356435643563,32.565732943804775,52.15482420708791,71.27218620469763,100,Macrorregião
IAG0001,AC,22,0,0,0,27.001541928596843,37.938881402391495,43.22758663629391,56.04130991598102,69.87144992526159,Cidade
IAG0001,AM,51,0,0,0,4.180534543620777,34.475863895156586,45.68162964328509,72.22233294945823,100,Cidade
IAG0001,AP,16,0,0,0,3.073168025739169,32.55247347904147,43.134897667679944,59.402922765366995,66.58898305084746,Cidade
IAG0001,PA,116,0,0,0,3.955854301026433,20.519051922416686,41.07990391121879,66.73550620302007,100,Cidade
IAG0001,RO,51,0,0,0,1.8564356435643563,23.159710681733294,36.87875150060024,55.61246649536177,95.03346830840427,Cidade
IAG0001,RR,15,0,0,0,5.354829422772419,31.241499761323162,39.82225382154284,52.269243138025075,79.86628430264847,Cidade
IAG0001,TO,90,0,0,0,36.97653697653698,60.73125567745091,71.3988735511538,82.23333532723672,97.92374530316458,Cidade
IAG0001,Sudeste,1616,8,0,0,15.201839550332142,60.95753414951233,79.41014497606633,92.81487047768553,100,Macrorregião
IAG0001,ES,77,0,0,0,21.362743616860552,50.493489259351406,63.67115393273603,82.95378878678919,100,Cidade
IAG0001,MG,821,3,0,0,15.201839550332142,51.73061560471609,66.68751803130581,81.04637120675714,100,Cidade
IAG0001,RJ,92,4,0,0,20.54781355117732,70.75930112802561,83.27171514852444,94.80462467727108,100,Cidade
IAG0001,SP,626,1,0,0,24.36962101766571,83.98726621567847,92.4594279566036,97.64448096411942,100,Cidade
IAG0001,Sul,1157,2,0,0,1.0860121633362294,55.147805431350186,75.43983110485574,91.01559744047114,100,Macrorregião
IAG0001,PR,397,0,0,0,16.94652180047975,59.550062244353555,77.1425310966564,88.72896862587584,100,Cidade
IAG0001,RS,468,1,0,0,5.514864282636794,51.262152667606884,73.03752039151713,93.68970037065446,100,Cidade
IAG0001,SC,292,1,0,0,1.0860121633362294,55.58247297003666,74.99424537711961,90.91414411499795,100,Cidade
IAG0002,Brasil,5242,36,50,0,0,90.85282465346621,99.84688759097372,100,100,Brasil
IAG0002,Centro-Oeste,440,0,2,0,0,98.72521272961377,100,100,100,Macrorregião
IAG0002,DF,1,0,0,0,98.99999636150619,98.99999636150619,98.99999636150619,98.99999636150619,98.99999636150619,Cidade
IAG0002,GO,240,0,2,0,0,96.2249589079623,100,100,100,Cidade
IAG0002,MS,77,0,0,0,35.17429651406972,98.99803536345776,99.00005101780522,99.00201348157228,100,Cidade
IAG0002,MT,122,0,0,0,26.391806722689076,98.18085134060387,100,100,100,Cidade
IAG0002,Nordeste,1668,19,45,0,0,83.01075268817203,98.70967741935483,100,100,Macrorregião
IAG0002,AL,99,4,0,0,8.951832777946077,68.99896061794632,88.76631239069016,100,100,Cidade
IAG0002,BA,404,2,3,0,0,99.15991681644897,99.77751609071728,99.971345804411,100,Cidade
IAG0002,CE,183,2,3,0,0,74.09322803829758,83.21760213759092,95.33389892134286,100,Cidade
IAG0002,MA,179,4,18,0,0,31.05321605087698,61.48496240601504,92.83060008821278,100,Cidade
IAG0002,PB,209,1,18,0,0,82.85238465121057,100,100,100,Cidade
IAG0002,PE,177,1,0,0,1.183431952662722,81.51511460364671,100,100,100,Cidade
IAG0002,PI,181,4,0,0,12.380038387715931,88.05051302288871,95.56281213983866,98.32512315270935,100,Cidade
IAG0002,RN,161,0,3,0,0,88.87171561051005,100,100,100,Cidade
IAG0002,SE,75,1,0,0,68.87792397660819,100,100,100,100,Cidade
IAG0002,Norte,361,1,1,0,0,61.865747885863165,94.60651355312993,100,100,Macrorregião
IAG0002,AC,22,0,0,0,52.63880224578914,68.6317521149395,78.28458300316495,86.58292436445936,93.95889557816068,Cidade
IAG0002,AM,51,0,0,0,15.006060606060606,65.63953369400667,90.2001315418585,99.36043791807359,100,Cidade
IAG0002,AP,16,0,0,0,4.779158040027606,34.96338975809947,46.58984748994538,73.37126798290495,96.8615649183147,Cidade
IAG0002,PA,116,1,1,0,0,43.91930453029438,69.48857260969704,98.91784424548658,100,Cidade
IAG0002,RO,51,0,0,0,8.264462809917356,55.14667254945217,87.99817462731974,100,100,Cidade
IAG0002,RR,15,0,0,0,39.40677966101695,77.57414963251685,88.78095012439285,100,100,Cidade
IAG0002,TO,90,0,0,0,75.18796992481202,98.99670986504415,100,100,100,Cidade
IAG0002,Sudeste,1616,12,0,0,3.6484245439469323,90.5043229093434,98.42693208610348,100,100,Macrorregião
IAG0002,ES,77,1,0,0,59.513178741178166,91.88405708888646,99.3569384086361,100,100,Cidade
IAG0002,MG,821,6,0,0,3.6484245439469323,87.33247955711168,93.03891361405911,99.00003032637609,100,Cidade
IAG0002,RJ,92,4,0,0,28.23230950439431,88.66353900872271,97.79933693641841,100,100,Cidade
IAG0002,SP,626,1,0,0,51.23436999038154,99.8235675980591,100,100,100,Cidade
IAG0002,Sul,1157,4,2,0,0,100,100,100,100,Macrorregião
IAG0002,PR,397,0,0,0,73.960983884648,100,100,100,100,Cidade
IAG0002,RS,468,2,1,0,0,100,100,100,100,Cidade
IAG0002,SC,292,2,1,0,0,91.84831990128646,98.94871787817604,100,100,Cidade
IAG0003,Brasil,5242,85,2404,0,0,0,1.8534262880462509,34.92798353909465,100,Brasil
IAG0003,Centro-Oeste,440,1,376,0,0,0,0,0,100,Macrorregião
IAG0003,DF,1,0,0,0,41.75455170926567,41.75455170926567,41.75455170926567,41.75455170926567,41.75455170926567,Cidade
IAG0003,GO,240,1,234,0,0,0,0,0,100,Cidade
IAG0003,MS,77,0,71,0,0,0,0,0,65.97603594608088,Cidade
IAG0003,MT,122,0,71,0,0,0,0,18.354430379746837,100,Cidade
IAG0003,Nordeste,1668,29,673,0,0,0,7.000642260757868,39.58987212262592,100,Macrorregião
IAG0003,AL,99,1,19,0,0,2.861800503792932,21.252215447571732,47.482189098722856,97.5609756097561,Cidade
IAG0003,BA,404,7,108,0,0,0,19.84621017942146,49.244378916328785,100,Cidade
IAG0003,CE,183,8,16,0,0,15.058122405361226,38.54578643139641,67.02676336254325,100,Cidade
IAG0003,MA,179,2,134,0,0,0,0,0,100,Cidade
IAG0003,PB,209,1,201,0,0,0,0,0,100,Cidade
IAG0003,PE,177,4,9,0,0,3.687172520861634,12.464046021093,29.38041305796136,100,Cidade
IAG0003,PI,181,2,139,0,0,0,0,0,100,Cidade
IAG0003,RN,161,2,42,0,0,0,9.4207138677589235,27.551988714686708,100,Cidade
IAG0003,SE,75,2,5,0,0,48.54499328458439,82.61152718984044,96.36467453368863,99.9698474279856,Cidade
IAG0003,Norte,361,0,210,0,0,0,0,16.849111344076846,100,Macrorregião
IAG0003,AC,22,0,6,0,0,0.5019965772960638,7.717319388824308,21.538742019862816,62.095006090133985,Cidade
IAG0003,AM,51,0,27,0,0,0,0,31.123063217630893,100,Cidade
IAG0003,AP,16,0,6,0,0,0,23.187986269599758,34.11520287995328,100,Cidade
IAG0003,PA,116,0,66,0,0,0,0,21.518456384749,100,Cidade
IAG0003,RO,51,0,38,0,0,0,0,0.7302353651176825,35.91790193842645,Cidade
IAG0003,RR,15,0,5,0,0,0,10.005579319323042,14.820967268095291,40.36624203821656,Cidade
IAG0003,TO,90,0,62,0,0,0,0,14.803987250089698,76.41395908543923,Cidade
IAG0003,Sudeste,1616,46,836,0,0,0,0,36.738123486236276,100,Macrorregião
IAG0003,ES,77,1,58,0,0,0,0,0,100,Cidade
IAG0003,MG,821,5,571,0,0,0,0,8.08907182715509,100,Cidade
IAG0003,RJ,92,11,34,0,0,0,1.6280894468418987,37.32093490826841,100,Cidade
IAG0003,SP,626,29,173,0,0,0,26.478530920874967,68.63783465725213,100,Cidade
IAG0003,Sul,1157,9,309,0,0,0,10.413240586506749,46.544342803383486,100,Macrorregião
IAG0003,PR,397,2,20,0,0,3.1463237349017636,9.564164648910412,23.17308951912547,100,Cidade
IAG0003,RS,468,4,259,0,0,0,0,44.354709728842536,100,Cidade
IAG0003,SC,292,3,30,0,0,18.172268907563023,39.46528332003192,71.4389932518694,100,Cidade
IAG2001,Brasil,5242,372,309,1,0,43.04206123213755,63.403542720258336,74.783945611528,850.3091190108156,Brasil
IAG2001,Centro-Oeste,440,227,28,0,0,47.22908713471961,67.84683771348358,77.60769650229804,95.18887022440452,Macrorregião
IAG2001,DF,1,0,0,0,56.60881069454167,56.60881069454167,56.60881069454167,56.60881069454167,56.60881069454167,Cidade
IAG2001,GO,240,211,5,0,0,18.742286818296588,69.77823738940594,75.60934744268077,90.63353358820316,Cidade
IAG2001,MS,77,0,1,0,0,63.5629314143046,71.44191258871871,78.13261955591196,95.18887022440452,Cidade
IAG2001,MT,122,16,22,0,0,6.934683748724369,56.17045834853067,74.52752482482018,94.99217527386541,Cidade
IAG2001,Nordeste,1668,41,72,1,0,29.936716861185772,51.4947149990273,66.81930467407804,850.3091190108156,Macrorregião
IAG2001,AL,99,3,3,1,0,11.122025662416661,22.053261904079832,31.38528990624835,850.3091190108156,Cidade
