cod_IBGE,IAG0001,IAG0002,IAG0003,IAG2001,IAG2002,IAG2003,IAG2010,IAG2011,IAG2012,IAG2013,IAG2016,IAG2023,IAG3001,IAG3002,IAG3003,IAG3006
1101450,36.87875150060024,100,0,13.744212962962962,36.13083164300203,0,38.04012345679012,40.219907407407405,59.780092592592595,61.95987654320988,0,0.4020061728395061,581,NA,1.5161290322580645,100
1101468,55.810748736793755,100,0,20.633680555555557,48.41633567573073,0,42.6171875,47.03993055555556,52.96006944444444,57.3828125,0,0.3210503472222222,647,NA,2,100
1101476,44.02961055680721,100,11.949367088607595,0,0,0,56.237234283985174,53.10537862168092,46.89462137831909,43.762765716014826,0,4.36303805128981,165.2,NA,2.857142857142857,100
1101484,35.34839924670433,100,14.940535183349851,48.52777777777778,87.79997487121497,0,55.270833333333336,66.04861111111111,33.951388888888886,44.729166666666664,0,0.43861111111111106,826,NA,1.5,100
1101492,11.672442093744301,22.751510842516886,0,0,0,0,88.33333333333333,75,25,11.666666666666666,0,0.13333333333333333,117.5,NA,3,100
1101500,28.939904272292143,76.53539615564931,0,46.50297619047619,98.148269318851,0,47.38033234126984,57.204861111111114,42.795138888888886,52.61966765873015,0,0.2310577876984127,NA,NA,1.5,100
1101559,10.888785481619358,31.01391650099404,0,9.6141975308642,20.4664914586071,0,46.97530864197531,49.41358024691358,50.58641975308641,53.02469135802469,0,0.5958333333333333,NA,NA,NA,100
1101609,15.256926644696692,82.1287779237845,0,27.3015873015873,91.36786188579016,0,29.88095238095238,38.56575963718821,61.434240362811785,70.11904761904762,0,0.9109977324263038,4599.363636363636,463,0.5,100
1101708,37.65466297322253,95.10261194029852,0,45.223765432098766,53.691828508611216,0,84.2283950617284,93.59953703703705,6.400462962962954,15.771604938271604,0,0.8584104938271605,1505,NA,0.5795454545454546,100
1101757,17.548321464903356,51.58878504672897,0,66.69921875,99.90248659190638,0,66.76432291666667,83.7131076388889,16.286892361111104,33.23567708333333,0,1.2761501736111112,500,NA,120,100
1101807,5.502063273727647,19.845644983461963,0,14.6875,22.476089266737514,0,65.34722222222223,72.81249999999999,27.187500000000004,34.65277777777778,0,0.013194444444444444,136,NA,2.5714285714285716,100
1200013,39.461978394407964,81.14619183001646,2.2192513368983957,2.7029426686960933,8.321293295325862,0,38.97767630644343,25.433789954337904,74.5662100456621,61.022323693556565,78.95878524945769,1.5515093860984273,NA,211.5,2,100
1200054,64.62177685445437,84.13557962294425,34.18830153268689,1.7040842212075091,10.10226332806978,0,20.241628614916287,15.7083967529173,84.29160324708269,79.7583713850837,91.62479061976549,0.03186834094368341,NA,NA,12,100
1200104,60.687633262260135,90.07943311046346,2.0079863091842554,2.762211152622111,11.216069108403273,0,29.552661316359945,12.593111480097782,87.40688851990222,70.44733868364006,47.92021029843823,0.4372232599972326,NA,867.6,24,100
1200138,43.58286721324037,71.24780316344464,22.198070914277952,2.388804329443599,11.105651105651106,0,25.81177067478438,14.600597553413383,85.39940244658662,74.18822932521563,19.639794168096056,0.41444698122780316,NA,NA,6,100
1200179,42.10726874345051,82.16723549488054,9.777930797039078,2.1666436049997695,7.951419745249884,0,32.697984410313175,23.160832064941655,76.83916793505836,67.30201558968683,81.54724159797084,0.4008924865089249,NA,NA,2,100
1200203,50.570465098740556,70.21647404146029,3.6815412120990985,3.0069851226624436,6.079302913506568,0,59.35509329725463,25.62817418220767,74.37182581779234,40.64490670274537,51.24521715781702,2.1490244914902448,NA,NA,24,100
1200252,62.76651889381465,89.25998198739119,0,1.9130517503805173,9.171201848529991,0,25.031075596144092,17.84563673262303,82.15436326737697,74.96892440385591,83.75083130126357,0.36339738711314057,NA,185.22222222222223,24,100
1200302,37.431182405052674,72.92823695959926,0,1.1111111111111114,8.30804248861912,0,16.048537121596482,12.937595129375953,87.06240487062405,83.9514628784035,97.57861635220125,0.4503382377811602,NA,424,2,100
1200328,34.71446972949764,54.41267868241143,24.319448999672026,1.9533231861998988,10.299363057324843,0,22.758570703776183,17.67534004976927,82.32465995023071,77.24142929622381,89.44246737841044,0.3058998332970935,NA,586,2,100
1200336,60.386845210610026,61.35877318116976,59.06948640483384,3.086998087954111,5.6096035579027825,0,66.03632887189292,46.43116634799235,53.56883365200764,33.96367112810707,82.2366775081311,0.755869980879541,NA,NA,24,100
1200344,55.84158415841585,52.63880224578914,62.095006090133985,4.423515981735159,8.601023490967384,0,61.71518264840182,42.735286656519534,57.264713343480466,38.28481735159818,80.08639308855292,1.214294774226281,NA,NA,2,100
1200351,30.317947529970464,93.95889557816068,5.694779116465863,0.8777270421106037,4.518150953251502,0,23.311770674784373,8.39167935058346,91.60832064941654,76.68822932521563,56.732495511669654,0.18332064941653983,NA,NA,2,100
1200385,69.87144992526159,88.97918731417245,40.81386586284853,1.7877980720446476,6.717662758554953,0,31.93556570268899,20.28031456113648,79.71968543886352,68.064434297311,77.828418230563,0.16873414510400814,NA,180.6,2,100
1200393,39.69015123570638,84.11000763941941,14.471591730519012,2.4052757793764985,5.592417061611375,0,51.61151079136691,32.26139088729017,67.73860911270984,48.388489208633096,61.111111111111114,1.570167865707434,NA,NA,2,100
1200401,53.13126816835808,57.865533897353124,0,19.600593442838676,51.87598606231513,24.61365725067866,43.93587348618559,40.02321983066928,59.97678016933071,56.06412651381441,0,0.8660590538085767,40671,72942.46666666666,2,87.52362948960302
1200427,37.26802757158006,85.10497237569061,16.77553725267443,3.3688483003551504,7.135948414830737,0,56.65144596651446,40.98258075427026,59.01741924572974,43.348554033485534,82.7466820542412,0.9927109758159988,NA,NA,2,100
1200435,39.95877502944641,87.07557502738226,8.117443868739207,2.1890948160085952,10.792319576252481,0,24.33969021398514,19.24075566299579,80.75924433700422,75.66030978601486,92.19858156028369,0.23205598830095203,NA,NA,2,100
1200450,42.87230605934745,68.10351147276592,0,1.2581237467082214,5.169760746550183,0,29.203208426952713,16.04334275567152,83.95665724432847,70.79679157304727,73.76815044037134,0.6913882244932473,NA,NA,24,100
1200500,49.68988720994277,75.24932003626473,0,3.13578132927448,10.641686485090448,0,35.36022323693556,20.227993404363268,79.77200659563674,64.63977676306443,67.840735068912707,0.12459094368340945,NA,NA,2,100
1200609,35.23878931426359,58.67052023121387,7.317194908909408,0.8314680514519354,5.071171138374167,0,19.674993284985227,10.231593398394367,89.76840660160563,80.32500671501477,66.88578471651603,0.21519980899513538,NA,NA,2,100
1200708,56.10788516850273,87.39644970414201,0,2.3095298494841874,11.64319082044086,0,23.80277918710187,18.210581205253963,81.78941879474604,76.19722081289814,90.48342191850165,0.06757709002762276,NA,126.73333333333333,12,100
1200807,27.001541928596843,75.42297417631345,19.560755336617405,1.9774611949819263,11.450136502328569,0,20.72405217761096,11.224103023971747,88.77589697602826,79.27594782238906,70.67183462532299,0.09294714751915983,NA,NA,2,100
1300029,14.863347061025834,26.54926437806509,0,0,0,0,48.56250892693179,87.00034687506377,12.999653124936234,51.43749107306821,0,0.6784468158909588,248.82758620689654,248.82758620689654,2.6666666666666665,100
1300086,40.866626913138546,100,0,0,0,0,91.58376442499005,0,100,8.416235575009942,0.8183306055646482,52422.00557103064,NA,NA,NA,100
1300102,61.03881147068986,90.2001315418585,14.874312063067082,0,0,0,21.95792563600783,0,100,78.04207436399217,0,1.9569471624266144,50,50,2,100
1300144,41.71461449942463,66.82421970499551,5.824111822947001,20,21.574973031283708,0,94.83333333333334,0,100,5.166666666666667,30,0.6666666666666666,300,NA,2.25,83.33333333333334
1300201,36.41300834033749,80.045480386583293,0,0,0,0,25.000614326084285,86.99963140434943,13.000368595650565,74.99938567391571,0,0.8018798378179137,611.1111111111111,611.1111111111111,1.5,100
1300300,23.291814522851222,53.875392497107924,0,5.839526312609509,20.347368421052632,0,28.699172255452844,87.00003020965501,12.999969790344986,71.30082774454716,0,0.5370596942782914,1236,1236,2.5,100
1300409,6.509964768365147,15.006060606060606,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,100
1300508,18.667304320102023,23.296811349908694,14.818707304256437,0,0,0,10.299999999999999,10,90,89.7,0.24213075060532688,0.1,NA,NA,1.2,89.0625
1300607,60.274008625223516,100,0,8.034404096632745,32.13747727469484,0,25.000108216207323,87.00020344646975,12.999796553530235,74.99989178379268,0,0.5358866586730962,2363.6363636363635,2363.6363636363635,2,100
1300631,45.19827998088868,89.9923896499239,0,0,0,0,66.98333333333333,0,100,33.01666666666667,0,0,NA,NA,4,100
1300706,100,100,100,0,0,0,33.33333333333333,33.33333333333333,66.66666666666666,66.66666666666666,0,0,NA,NA,NA,100
1300805,37.2743871411895,90.28492713695353,0,0,0,0,60.00000000000001,60.00000000000001,40,40,0,66.00115502021286,NA,NA,NA,98.29059829059828
1300839,80.84668528590328,94.16195856873823,69.11805363560963,0,0,0,60,0,100,40,0,0.08,NA,NA,NA,100
1300904,58.326487501466964,100,12.342631449024932,NA,NA,NA,NA,NA,NA,NA,0,NA,300,NA,0.1,100
1301001,66.2441443923946,86.47482014388488,0,50.99979002150287,100,0,50.99979002150287,86.99993886701982,13.000061132980179,49.00020997849714,0,0.1474580641045746,1633.3333333333333,1633.3333333333333,1,100
1301100,99.57231976332884,100,99.39908733565265,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,100
1301159,4.180534543620777,100,0,0,0,0,24.998512701528945,87.00101136296033,12.998988637039677,75.00148729847105,0,5.249271223749182,254.23728813559322,254.23728813559322,4,100
1301308,59.20538154298928,86.92592592592592,0,1.6162309314095065,6.464894539150534,0,25.000112865288504,87.00017606985006,12.999823930149942,74.9998871347115,0,0.7527211821058856,465,465,4.5,100
1301407,60.47636103151862,83.66504253034933,0,5.967970968759861,19.89335281227173,0,29.999824690578876,86.99992987623155,13.000070123768449,70.00017530942114,0,0.21099365379895518,1833.3333333333333,1833.3333333333333,NA,100
1301506,31.685678073510775,49.05895995004906,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0.21428571428571427,44.24778761061947
1301605,43.245828868819835,49.997111663104384,29.99659902505385,0,0,0,38.24558782117961,38.254458950078146,61.74554104992185,61.74554104992185,0,1.0052748919738899,NA,NA,0.06,100
1301654,35.83458754389737,67.4217907227616,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,100
1301704,100,100,100,0,0,0,58.05555555555556,55.55555555555556,44.44444444444444,41.94444444444444,0,0,NA,NA,0.05263157894736842,100
1301803,28.656947385567683,67.13413470711697,0,0,0,0,48.66666666666667,0,100,51.33333333333333,0.05,0.016666666666666666,NA,NA,0.05,66.66666666666666
1301902,73.17247969421882,95.03317400299636,28.847099667293506,2.711991159294649,10.86291849710707,97.02293057950443,26.900680200821192,95.08759729062865,4.912402709371343,73.0993197991788,12.375624969060937,0.27353313835513343,99.23076923076923,99.23076923076923,4,100
1301951,33.99402660874287,61.102977061981456,0,0,0,0,22.16007457717406,86.99960047942469,13.000399520575312,77.83992542282594,0,0.3259555200426155,465.75,59,1.5,100
1302108,69.3786320965579,99.80139026812313,44.47154471544715,0,0,0,59.04572564612326,0,100,25.75,0,35.9375,NA,NA,NA,100
1302207,45.68162964328509,86.77989844160392,0,0,0,0,24.999839382199692,87.00023771434446,12.999762285655539,75.0001606178003,0,0.09687823243323117,321.42857142857144,321.42857142857144,1.8,100
1302405,41.38531910259203,64.45484768301785,0,NA,NA,NA,NA,NA,NA,NA,34.2969776609724,NA,NA,NA,4,100
1302504,100,100,100,0,0,0,69.44444444444444,30.555555555555557,69.44444444444444,30.555555555555557,0,0,90,NA,8.333333333333333e-5,100
1302553,28.898923237235152,93.30841121495327,0,0,0,0,25.000550503159886,87.00041838240152,12.999581617598476,74.99944949684011,0,0.2831457952568648,394,394,1,100
1302603,97.98086886441263,98.47998669234978,0,26.49541395513432,71.72188057620546,100,52.50615876922063,34.87861650152123,65.12138349847876,47.493841230779374,91.92207462864518,0.5703001587541765,15265.166666666666,NA,15.992071864183286,100
1302702,11.818064966304927,27.305897327110735,0,NA,NA,NA,NA,NA,NA,NA,0,NA,53.63333333333333,53.63333333333333,0.8,100
1302801,62.488044379264174,95.76098059244127,29.295631129792383,0,0,0,73.36556291390728,0,100,26.63443708609272,0.2849002849002849,5.356291390728477,NA,NA,NA,83.33333333333334
1302900,95.55034371209058,100,91.19708169338581,22.916666666666664,25.229357798165136,0,92.45833333333333,39.799791666666664,60.20020833333333,7.541666666666667,83.21177062374245,0.25,96.42857142857143,70,3,91.66666666666666
1303007,37.81896848419293,98.61538461538461,0,0,0,0,30.273420905058877,87.00018692541676,12.99981307458324,69.72657909494112,0,0.48078066851326323,1904,1904,2.125,100
1303106,39.40724478594951,88.77349159248269,0,0,0,0,24.999843441775997,87.0000313116448,12.999968688355196,75.00015655822399,0,0.12383755518677397,1423.076923076923,1423.076923076923,2.75,100
1303205,89.07035175879398,92.0553013338526,83.64312267657994,0,0,100,59.39436869134054,0,100,40.60563130865946,0,0.4528320979534013,615.3333333333334,1163,2.0963855421686746,100
1303304,22.702522964379234,33.77890402280646,1.5711868503746678,0,0,0,93.78448555663746,82.80428432327166,17.19571567672834,6.215514443362537,0,813.3171048360921,50,50,0.006666666666666667,100
1303403,78.08406365906032,98.99653512127075,32.613658600221775,NA,NA,NA,NA,NA,NA,NA,11.978438810141744,NA,400,480,1,100
1303536,21.01882041514672,35.83670715249663,7.427121371541746,0,0,8.210854749979472,60.76032514984809,99.50734871500123,0.49265128499876837,39.23967485015191,0,1.5764841119960586,NA,NA,NA,100
1303569,47.4547331639136,100,0,0,0,0,83.66666666666667,100,0,16.333333333333332,0,0.20833333333333334,NA,NA,NA,100
1303601,34.9577011815703,55.51443375277573,22.47443532981234,0,0,0,49.73821989528796,0,100,50.26178010471204,0,581.8717277486911,NA,NA,1.0333333333333334,100
1303809,95.5529650085042,95.02090459901179,96.09101741169236,0,0,0,27.027027027027028,0,100,72.97297297297297,0,0.2145045045045045,666.6666666666666,400,40,100
1303908,40.506937353594815,89.23585841878928,0,0,0,0,23.994241382068303,86.99978671785439,13.000213282145618,76.00575861793169,0,0.43668852808659264,1989.4736842105262,1989.4736842105262,2,100
1304005,85.63110121596164,71.78750897343862,98.2640026203734,0,0,0,17.27972626176219,8.554319931565441,91.44568006843457,82.72027373823782,0.4132231404958678,0.00427715996578272,200,NA,5,75
1304062,31.714730521165396,45.599897672038885,0,38.02678581303016,100,0,38.02678581303016,86.9999225843554,13.0000774156446,61.97321418696984,0,0.07543601596974155,4812.5,4812.5,2,100
1304104,55.65770862800565,100,0,49.82418420411579,100,0,49.82418420411579,0,100,50.17581579588422,0,0.04819047417308324,NA,NA,0.2,100
1304237,52.610462424772386,98.7166831194472,2.4487165717967994,0,0,0,61.75000000000001,0,100,38.25,0,0.01,NA,NA,NA,100
